,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.721,0.585,242014,0.436,1.31e-05,10,0.105,-8.761,1,0.0601,143.874,4,0.132,30433574,42
1,Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,0.499,0.436,279204,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412,8509564,84
2,Wasted On You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,0.373,0.505,178520,0.657,0.00107,11,0.126,-5.24,0,0.0318,196.0,3,0.252,6198233,77
3,Somebody’s Problem,Morgan Wallen,42lqBjPYlmL1EXpMDXvhSN,0.657,0.658,161773,0.538,0.0,5,0.123,-7.676,1,0.0289,136.967,4,0.62,6064009,68
4,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.237,0.83,173711,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485,5851219,84
5,Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,0.221,0.7,140526,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756,5271079,23
6,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,0.25,0.8,195429,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,0.462,5225242,79
7,Whoopty,CJ,5vGLcdRuSbUhD8ScwsGSdA,0.2,0.719,123263,0.648,0.0,3,0.127,-7.6,0,0.125,140.201,4,0.66,5104142,79
8,Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,0.181,0.686,190779,0.538,3.13e-06,2,0.113,-8.026,1,0.0345,115.884,4,0.584,5048192,79
9,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.213,0.662,161385,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,4977676,85
10,positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,0.468,0.737,172325,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,4862031,86
11,DÁKITI,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,4805000,84
12,Sand In My Boots,Morgan Wallen,0uRrG2jRR5tuifsYIJHEao,0.59,0.403,202133,0.537,0.0,3,0.112,-6.628,1,0.031,69.877,4,0.414,4667579,76
13,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,4546784,92
14,865,Morgan Wallen,0sKEilrw1GrBlG6qsTCrP4,0.723,0.532,190680,0.584,0.0,8,0.101,-5.254,1,0.0248,88.003,4,0.367,4472000,71
15,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,4294263,87
16,7 Summers,Morgan Wallen,4obHzpwGrjoTuZh2DItEMZ,0.417,0.466,210507,0.786,6.1e-05,0,0.125,-5.13,1,0.0328,203.903,4,0.571,4252188,73
17,Warning,Morgan Wallen,64SCQtbRtmO28ks1QhS3w5,0.46,0.633,156747,0.664,0.0,10,0.108,-5.037,1,0.0294,115.058,4,0.268,4209165,70
18,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,0.114,0.823,190476,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347,4167992,83
19,Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,0.218,0.889,174321,0.34,0.13,11,0.055,-7.773,0,0.0697,94.009,4,0.716,4066739,79
20,More Than My Hometown,Morgan Wallen,5OELUCYgOHKFAvCERnAvfS,0.615,0.62,216573,0.869,0.0,6,0.131,-5.479,1,0.0462,126.019,4,0.597,4051549,75
21,Best Friend (feat. Doja Cat),Saweetie,2etHQJxIbV0soyPhelVs9Y,0.00302,0.84,155884,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,3921282,80
22,What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y,0.65,0.709,160000,0.548,1.59e-06,10,0.133,-8.493,1,0.353,83.995,4,0.543,3896967,84
23,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.835,0.392,214707,0.579,0.00179,7,0.145,-9.195,1,0.164,80.961,4,0.549,3879673,74
24,WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,187541,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,4,0.357,3864294,83
