,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,13344016,98
1,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688,11604431,94
2,Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,0.259,0.764,208667,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,4,0.781,8356266,86
3,Ain't Shit,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,0.506,0.855,174253,0.488,0.0,3,0.347,-4.601,1,0.208,124.097,4,0.619,7057145,86
4,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,0.127,0.714,211560,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,0.589,6991407,94
5,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,6319636,87
6,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178,6179183,88
7,Motley Crew,Post Malone,40uMIn2zJLAQhNXghRjBed,0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288,6133134,84
8,Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,0.591,6126332,95
9,traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.691,0.38,229227,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,6057427,92
10,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,0.758,5861475,87
11,RAPSTAR,Polo G,18vXApRmJSgQ6wG2ll9AOg,0.41,0.789,165926,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,5855742,79
12,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,5660874,91
13,Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,0.304,0.664,210560,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194,5134243,93
14,Thot Shit,Megan Thee Stallion,5zNW5ARjYhJQJz1AChP33n,0.0133,0.95,184635,0.693,0.0,9,0.173,-3.424,1,0.0898,130.02,4,0.891,4816375,82
15,Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,0.0618,0.578,192956,0.449,2.17e-06,1,0.119,-6.349,1,0.286,136.006,4,0.1,4614709,84
16,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,4543704,91
17,favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,0.866,0.369,152667,0.272,0.0,9,0.147,-10.497,1,0.0364,172.929,4,0.218,4484109,86
18,Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,0.276,0.644,206710,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,0.44,4225621,92
19,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,0.0164,0.828,186173,0.621,0.00233,8,0.0845,-6.414,1,0.0565,128.986,4,0.436,4215086,86
20,drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137,4028814,90
21,happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,0.338,3971545,88
22,Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,0.302,0.78,199604,0.719,0.000196,3,0.0931,-3.613,0,0.0506,127.962,4,0.336,3934565,83
23,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,5JKnYZOhSP7rOK0jPYcCjV,0.00213,0.374,168398,0.83,0.0,11,0.15,-5.203,0,0.0584,90.19,4,0.204,3925975,75
24,Holy Smokes,Trippie Redd,3EpF150nXMSNjiH0bbmXIL,0.185,0.437,181714,0.527,0.0,6,0.153,-6.967,1,0.465,187.815,4,0.701,3825864,71
25,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,4LaGu95Ui2s4vprSQYWUAZ,0.526,0.716,203586,0.67,0.0,0,0.13,-6.995,0,0.101,145.043,4,0.411,3795954,74
26,brutal,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,0.0311,0.672,143747,0.526,1.37e-06,4,0.28,-6.446,1,0.0599,123.999,4,0.28,3759015,84
27,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,3718686,88
28,Astronaut In The Ocean,Masked Wolf,0BGwAKW4u8kWOhWFflZxfl,0.175,0.778,132780,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,4,0.472,3702050,68
29,2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,0.492,0.829,123987,0.512,0.0,6,0.12,-5.865,0,0.187,80.511,4,0.638,3686919,87
