,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.614,0.589,126267,0.472,0.0,8,0.505,-8.749,1,0.0502,67.196,4,0.898,12796698,85
1,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.164,0.336,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35,11853295,89
2,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,0.643,0.754,130973,0.424,0.0,2,0.0652,-8.463,1,0.0363,119.705,4,0.806,11784614,84
3,It's the Most Wonderful Time of the Year,Andy Williams,1IcR6RlgvDczfvoWJSSY2A,0.871,0.234,151000,0.526,2.34e-06,2,0.122,-11.656,1,0.0411,201.739,3,0.649,11067032,67
4,Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,0.189,0.735,262960,0.478,2.48e-06,2,0.355,-12.472,1,0.0293,107.682,4,0.947,10366103,84
5,Santa Tell Me,Ariana Grande,0lizgQ7Qw35od7CYaoMBZb,0.0489,0.525,204093,0.621,0.0,7,0.294,-7.364,1,0.116,191.9,4,0.591,10044856,85
6,It's Beginning to Look a Lot like Christmas,Michael Bublé,0lLdorYw7lVrJydTINhWdI,0.908,0.339,206640,0.214,7.47e-06,4,0.341,-11.714,1,0.0375,94.775,3,0.363,9072003,73
7,Underneath the Tree,Kelly Clarkson,3nAp4IvdMPPWEH9uuXFFV5,0.0013,0.509,229640,0.812,1.99e-05,8,0.214,-5.438,1,0.0537,159.876,4,0.689,8085266,79
8,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4kKdvXD0ez7jp1296JmAts,0.903,0.652,155453,0.259,0.0,2,0.362,-13.336,1,0.0595,142.169,4,0.836,7548477,81
9,A Holly Jolly Christmas - Single Version,Burl Ives,77khP2fIVhSW23NwxrRluh,0.579,0.683,135533,0.375,0.0,0,0.076,-13.056,1,0.0303,140.467,4,0.888,7517216,76
10,Feliz Navidad,José Feliciano,3qCeq0rWK67SoBDgFd2sId,0.406,0.514,182307,0.818,1.93e-06,2,0.299,-9.642,1,0.0451,148.733,4,0.967,7250451,64
11,The Christmas Song (Merry Christmas To You),Nat King Cole,4PS1e8f2LvuTFgUs1Cn3ON,0.92,0.319,192160,0.21,8.06e-05,1,0.138,-15.231,1,0.0341,78.696,4,0.209,7169958,81
12,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2uFaJJtFpPDc5Pa95XzTvg,0.912,0.451,117147,0.24,2.45e-06,1,0.175,-14.014,1,0.0351,134.009,4,0.701,6835631,81
13,Sleigh Ride,The Ronettes,7fUYUcWy853HS8YJn0b3Sr,0.403,0.529,181267,0.772,2.21e-06,2,0.316,-7.013,1,0.0287,91.751,4,0.853,6690865,69
14,Mistletoe,Justin Bieber,7xapw9Oy21WpfEcib2ErSA,0.498,0.657,182947,0.56,0.0,6,0.0794,-9.049,0,0.0467,161.993,4,0.854,6363918,82
15,Holly Jolly Christmas,Michael Bublé,6tjituizSxwSmBB5vtgHZE,0.865,0.647,119787,0.465,0.0,7,0.0882,-8.308,1,0.0428,151.251,4,0.699,6139008,69
16,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1SV1fxF65n9NhRHp3KlBuu,0.322,0.774,227653,0.511,0.0,11,0.0672,-8.914,1,0.0319,94.736,4,0.771,6128293,80
17,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.835,0.392,214707,0.579,0.00179,7,0.145,-9.195,1,0.164,80.961,4,0.549,6075074,74
18,Do They Know It's Christmas? - 1984 Version,Band Aid,0247StOpd3AkeBQzANX4Zf,0.164,0.599,222533,0.642,3.33e-05,0,0.0992,-6.936,1,0.0363,115.412,4,0.349,5825978,78
19,DÁKITI,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,5686271,84
20,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.237,0.83,173711,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485,5657413,84
21,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,0.25,0.8,195429,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,0.462,5491622,80
22,Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,0.221,0.7,140526,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756,5468306,21
23,positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,0.468,0.737,172325,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,5420230,86
24,White Christmas,Bing Crosby,4so0Wek9Ig1p6CRCHuINwW,0.673,0.317,177480,0.158,0.353,9,0.338,-16.485,1,0.0381,130.503,3,0.247,5416648,78
25,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.213,0.662,161385,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,5050981,85
26,Run Rudolph Run - Single Version,Chuck Berry,2pnPe4pJtq7689i5ydzvJJ,0.812,0.681,165733,0.715,9.43e-06,7,0.0777,-10.609,0,0.0912,152.132,4,0.957,5039023,76
27,champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,0.92,0.462,244000,0.24,0.0,0,0.113,-12.077,1,0.0377,171.319,4,0.32,5017062,79
28,Christmas (Baby Please Come Home),Darlene Love,47ohYW8e7dxCYn9qbUMBCI,0.395,0.325,166453,0.759,0.000362,8,0.0773,-7.146,1,0.053,126.627,4,0.36,5015100,71
29,Blue Christmas,Elvis Presley,3QiAAp20rPC3dcAtKtMaqQ,0.9,0.465,129173,0.27,0.00104,4,0.145,-16.661,1,0.0425,94.518,4,0.58,4957843,76
30,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,2pXpURmn6zC5ZYDMms6fwa,0.76,0.724,155933,0.276,0.0,7,0.116,-12.25,1,0.0599,112.874,4,0.718,4922427,78
31,Santa Claus Is Coming To Town,The Jackson 5,6a1hzBiTkgqTsDA0Xgfh9z,0.271,0.682,143773,0.577,0.000786,0,0.0796,-11.309,1,0.0352,147.331,4,0.943,4759337,44
32,Whoopty,CJ,5vGLcdRuSbUhD8ScwsGSdA,0.2,0.719,123263,0.648,0.0,3,0.127,-7.6,0,0.125,140.201,4,0.66,4725456,79
33,Snowman,Sia,7uoFMmxln0GPXQ0AcCBXRq,0.483,0.716,165907,0.512,0.0,1,0.0928,-6.257,1,0.0331,104.957,3,0.326,4664041,84
34,Happy Xmas (War Is Over) - Remastered 2010,John Lennon,27RYrbL6S02LNVhDWVl38b,0.28,0.321,214333,0.64,0.0,2,0.718,-10.023,1,0.0324,146.172,3,0.414,4551457,80
35,HOLIDAY,Lil Nas X,6zFMeegAMYQo0mt8rXtrli,0.12,0.81,154998,0.511,0.0,5,0.0832,-6.924,0,0.164,151.947,4,0.837,4527281,83
36,WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,187541,0.454,0.0,1,0.0824,-7.509,1,0.375,133.073,4,0.357,4354868,83
37,Body,Megan Thee Stallion,0A1hoCfMLkiAgvhWkkucJa,0.0166,0.914,171067,0.732,0.0,8,0.107,-6.1,0,0.241,94.066,4,0.469,4342017,76
38,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0PvFJmanyNQMseIFrU708S,0.114,0.823,190476,0.586,0.0,6,0.193,-6.606,0,0.2,125.971,4,0.347,4302229,84
