,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,DÁKITI,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,8657149,84
1,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.164,0.336,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35,7676768,89
2,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.614,0.589,126267,0.472,0.0,8,0.505,-8.749,1,0.0502,67.196,4,0.898,7182389,85
3,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,0.643,0.754,130973,0.424,0.0,2,0.0652,-8.463,1,0.0363,119.705,4,0.806,6682329,84
4,positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,0.468,0.737,172325,0.802,0.0,0,0.0931,-4.771,1,0.0878,144.015,4,0.682,6561383,86
5,It's the Most Wonderful Time of the Year,Andy Williams,1IcR6RlgvDczfvoWJSSY2A,0.871,0.234,151000,0.526,2.34e-06,2,0.122,-11.656,1,0.0411,201.739,3,0.649,6391262,67
6,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,0.237,0.83,173711,0.585,0.0,0,0.248,-6.476,1,0.094,109.978,4,0.485,6141932,84
7,Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,0.189,0.735,262960,0.478,2.48e-06,2,0.355,-12.472,1,0.0293,107.682,4,0.947,6084803,84
8,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,0.25,0.8,195429,0.658,0.0,1,0.111,-6.142,0,0.079,140.042,4,0.462,6084627,80
9,Santa Tell Me,Ariana Grande,0lizgQ7Qw35od7CYaoMBZb,0.0489,0.525,204093,0.621,0.0,7,0.294,-7.364,1,0.116,191.9,4,0.591,6066025,85
