,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,willow,Taylor Swift,3Uo7WG0vmLQ07WB4BDwy7D,0.835,0.392,214707,0.579,0.00179,7,0.145,-9.195,1,0.164,80.961,4,0.549,13281290,74
1,champagne problems,Taylor Swift,0sY6ZUTh4yoctD8VIXz339,0.92,0.462,244000,0.24,0.0,0,0.113,-12.077,1,0.0377,171.319,4,0.32,11570396,79
2,‘tis the damn season,Taylor Swift,4GBkffrtA51p17JH35irGA,0.737,0.575,229840,0.435,5.38e-05,5,0.105,-8.193,1,0.0311,145.91,4,0.351,10208226,59
3,gold rush,Taylor Swift,5BK0uqwY9DNfZ630STAEaq,0.83,0.512,185320,0.462,0.166,9,0.121,-10.491,1,0.0408,112.05,4,0.353,10193365,72
4,"no body, no crime (feat. HAIM)",Taylor Swift,6NriykdkRrjQMZo1sfVYUo,0.431,0.547,215627,0.613,0.0,7,0.102,-7.577,0,0.0264,79.011,4,0.528,10072011,61
5,tolerate it,Taylor Swift,0PurA4JVJ8YQgSVopY8fn6,0.878,0.316,245440,0.361,2.67e-05,9,0.0797,-10.381,1,0.0488,74.952,5,0.221,9108436,70
6,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97,0.614,0.589,126267,0.472,0.0,8,0.505,-8.749,1,0.0502,67.196,4,0.898,8840460,85
7,happiness,Taylor Swift,73YUReisjb3A9ActdLLjJQ,0.87,0.559,315147,0.334,0.0,11,0.114,-10.733,1,0.0376,122.079,4,0.211,8531241,68
8,All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,0.164,0.336,241107,0.627,0.0,7,0.0708,-7.463,1,0.0384,150.273,4,0.35,8470955,89
9,Tequila Shots,Kid Cudi,30KctD1WsHKTIYczXjip5a,0.084,0.712,193293,0.556,5.04e-05,5,0.527,-7.214,0,0.0531,90.494,4,0.22,8310609,76
10,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya,0.643,0.754,130973,0.424,0.0,2,0.0652,-8.463,1,0.0363,119.705,4,0.806,8090270,84
11,ivy,Taylor Swift,19CSr8rwW05VJL2F91KFNK,0.855,0.515,260440,0.545,1.97e-05,2,0.0921,-9.277,1,0.0353,88.856,4,0.535,7859413,69
12,It's the Most Wonderful Time of the Year,Andy Williams,1IcR6RlgvDczfvoWJSSY2A,0.871,0.234,151000,0.526,2.34e-06,2,0.122,-11.656,1,0.0411,201.739,3,0.649,7715667,67
13,coney island (feat. The National),Taylor Swift,4tyX1rw9X309WkEdh2As4B,0.826,0.529,275320,0.536,0.00082,8,0.141,-11.269,1,0.0627,107.873,4,0.304,7510652,57
