,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,good 4 u,Olivia Rodrigo,6PERP62TejQjgHu81OHxgM,0.3,0.556,178148,0.661,0.0,6,0.101,-5.052,0,0.204,168.56,4,0.668,17979786,47
1,m y . l i f e (with 21 Savage & Morray),J. Cole,1D3z6HTiQsNmZxjl7F7eoG,0.0622,0.597,218802,0.587,0.0,7,0.214,-7.026,0,0.137,140.021,4,0.0753,14801053,80
2,a m a r i,J. Cole,2cnKST6T9qUo2i907lm8zX,0.127,0.725,148421,0.713,0.0,4,0.617,-6.173,0,0.187,65.988,4,0.207,13191083,76
3,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,5W8jRrZ6tWrTrqnKRtIQBf,0.104,0.861,218210,0.656,0.0,4,0.0986,-7.867,0,0.425,88.967,4,0.331,13073017,80
4,9 5 . s o u t h,J. Cole,5R691ipUYRDYW6ehapjoj6,0.271,0.713,196946,0.793,0.0,2,0.727,-5.277,1,0.397,71.724,4,0.203,12066686,71
5,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,0.235,0.762,208867,0.701,0.000158,8,0.123,-3.541,1,0.0286,110.968,4,0.742,11352270,90
6,i n t e r l u d e,J. Cole,08LwMWf5Tcfsd752EPzFV0,0.0617,0.77,133022,0.574,0.0,1,0.104,-5.525,1,0.106,98.962,3,0.104,10740954,73
7,RAPSTAR,Polo G,43PGPuHIlVOc04jrZVh9L6,0.41,0.789,165926,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,9703308,83
8,a p p l y i n g . p r e s s u r e,J. Cole,1d7q712nXjG98HiwHk7HFS,0.0814,0.699,177337,0.759,0.0,1,0.312,-5.302,1,0.311,83.092,4,0.404,9697409,67
9,1 0 0 . m i l ‘ (with Bas),J. Cole,4n6NDfYake476trCjJRNl0,0.334,0.711,163302,0.647,0.0,2,0.312,-5.667,0,0.0822,125.092,4,0.227,9289745,68
10,l e t . g o . m y . h a n d (with Bas & 6LACK),J. Cole,0GAyuCo975IHGxxiLKDufB,0.506,0.583,266291,0.625,0.0,1,0.196,-8.011,1,0.277,89.812,4,0.516,9047484,70
11,p u n c h i n ‘ . t h e . c l o c k,J. Cole,57ZUX6TNyKLBydAdVVd02x,0.197,0.769,112579,0.74,0.0,11,0.171,-6.579,0,0.378,94.104,4,0.692,8599169,66
12,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,8165813,87
