,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,0.0203,0.736,212000,0.704,0.0,3,0.0501,-7.409,0,0.0615,149.995,4,0.894,14513619,97
1,STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,13686396,92
2,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688,10599112,94
3,Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,0.259,0.764,208667,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,4,0.781,8115072,86
4,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,0.127,0.714,211560,0.8,0.0,11,0.359,-4.808,0,0.0504,134.002,4,0.589,6702530,94
5,Ain't Shit,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,0.506,0.855,174253,0.488,0.0,3,0.347,-4.601,1,0.208,124.097,4,0.619,6572754,86
6,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,0.758,6375950,87
7,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,6268724,87
8,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,5977759,91
9,Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,0.591,5845524,95
10,Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,0.304,0.664,210560,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194,5745449,93
11,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178,5617567,88
12,RAPSTAR,Polo G,18vXApRmJSgQ6wG2ll9AOg,0.41,0.789,165926,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,5573485,79
13,traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.691,0.38,229227,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,5561023,92
14,Motley Crew,Post Malone,40uMIn2zJLAQhNXghRjBed,0.0904,0.797,184213,0.631,3.71e-06,3,0.0998,-3.818,0,0.0786,129.915,4,0.288,5282118,84
15,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI,1JXBNvlDEl2epKSJ9EOgKX,0.0928,0.671,216000,0.639,0.0,2,0.0941,-6.852,0,0.134,119.82,5,0.385,5143557,79
16,Over The Top (feat. Drake),Smiley,3yaYgjEFkRw3PVjW9mV1TO,0.0493,0.833,153406,0.498,0.0,10,0.119,-5.196,0,0.117,139.928,4,0.259,4614263,78
17,2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,0.492,0.829,123987,0.512,0.0,6,0.12,-5.865,0,0.187,80.511,4,0.638,4512618,87
18,Thot Shit,Megan Thee Stallion,5zNW5ARjYhJQJz1AChP33n,0.0133,0.95,184635,0.693,0.0,9,0.173,-3.424,1,0.0898,130.02,4,0.891,4460697,82
19,Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,0.0618,0.578,192956,0.449,2.17e-06,1,0.119,-6.349,1,0.286,136.006,4,0.1,4424147,84
20,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,4343615,91
21,favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,0.866,0.369,152667,0.272,0.0,9,0.147,-10.497,1,0.0364,172.929,4,0.218,3929212,86
22,Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,0.276,0.644,206710,0.648,0.0,1,0.135,-4.601,1,0.118,179.951,4,0.44,3836192,92
23,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,0.0164,0.828,186173,0.621,0.00233,8,0.0845,-6.414,1,0.0565,128.986,4,0.436,3746745,86
24,drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137,3739366,90
25,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,0.0215,0.65,191014,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,0.593,3701139,90
26,Todo De Ti,Rauw Alejandro,5RwV8BvLfX5injfqYodke9,0.302,0.78,199604,0.719,0.000196,3,0.0931,-3.613,0,0.0506,127.962,4,0.336,3630045,83
27,Fancy Like,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,0.114,0.649,161853,0.76,0.0,1,0.317,-6.487,1,0.0574,80.018,4,0.843,3624300,83
28,happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,0.338,3524463,88
29,Astronaut In The Ocean,Masked Wolf,0BGwAKW4u8kWOhWFflZxfl,0.175,0.778,132780,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,4,0.472,3466639,68
30,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,3441455,88
31,brutal,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,0.0311,0.672,143747,0.526,1.37e-06,4,0.28,-6.446,1,0.0599,123.999,4,0.28,3361654,84
32,"jealousy, jealousy",Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,0.198,0.695,173160,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,4,0.699,3351650,86
33,Ball If I Want To,DaBaby,0cu0rhnlCnJ7JIeHRiLpj3,0.161,0.902,112547,0.669,0.0,1,0.0728,-5.049,1,0.457,139.949,4,0.628,3339544,80
34,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,5JKnYZOhSP7rOK0jPYcCjV,0.00213,0.374,168398,0.83,0.0,11,0.15,-5.203,0,0.0584,90.19,4,0.204,3258597,75
35,Butter,BTS,2bgTY4UwhfBYhGT4HUYStN,0.00323,0.759,164442,0.459,0.0,8,0.0906,-5.187,1,0.0948,109.997,4,0.695,3164791,90
36,Permission to Dance,BTS,5eXBXreN3d1zdj6Sa8dS0u,0.00544,0.702,187585,0.741,0.0,9,0.337,-5.33,1,0.0427,124.925,4,0.646,3118172,80
37,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,3072408,92
38,Miss The Rage (feat. Playboi Carti),Trippie Redd,2BITQ360Knh6qNAOqR7Dyq,0.0144,0.584,236883,0.859,0.0,8,0.847,-5.616,1,0.121,77.005,4,0.369,3030305,82
39,Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,3.84e-05,0.345,147062,0.941,0.633,9,0.0511,-9.918,1,0.0466,179.626,4,0.407,3009727,88
40,Tell Em,Cochise,7nc7mlSdWYeFom84zZ8Wr8,0.103,0.672,180380,0.717,0.0,5,0.398,-7.476,1,0.226,157.905,4,0.473,2967852,84
41,Red Light Green Light,DaBaby,1YDebgap5OFwXEBG18NJvy,0.129,0.933,159083,0.656,0.0,2,0.161,-5.85,1,0.322,119.987,4,0.934,2963765,79
42,Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,0.0492,0.666,164842,0.796,0.0,10,0.0442,-6.967,0,0.103,110.108,4,0.61,2872304,88
43,Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,0.524,0.449,198371,0.465,1.02e-06,0,0.303,-8.964,1,0.0791,89.087,3,0.543,2871240,85
44,I WANNA BE YOUR SLAVE,Måneskin,4pt5fDVTg5GhEvEtlz9dKk,0.00165,0.75,173347,0.608,0.0,1,0.178,-4.008,1,0.0387,132.507,4,0.958,2868795,90
45,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,1EJIcDYXwSqipW5dFe4uJz,0.000866,0.477,236524,0.727,0.0,2,0.108,-4.053,1,0.286,150.062,4,0.227,2844338,79
46,If I Didn't Love You,Jason Aldean,5f3MXmTmstozFg0BH1yPUk,0.176,0.456,212030,0.679,0.0,1,0.103,-4.802,1,0.0324,184.075,4,0.483,2758662,78
47,Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,0.00226,0.721,154983,0.738,4.41e-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,2714821,87
48,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,5zFglKYiknIxks8geR8rcL,0.0377,0.713,227395,0.676,0.0,10,0.154,-5.483,1,0.027,99.048,4,0.721,2710045,85
49,Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,0.398,2673382,90
50,Better Believe,Belly,3zs87EV3EZSh2UpiXxT52Y,0.159,0.797,206629,0.573,0.0,0,0.144,-7.85,1,0.319,124.995,4,0.445,2653319,69
51,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator",5B0kgjHULYJhAQkK5XsMoC,0.269,0.493,121573,0.653,0.0,0,0.511,-5.666,0,0.0466,142.347,4,0.852,2601196,80
52,Bezos I,Bo Burnham,0Kdj7nwaYQmvhxnqZaIQuW,0.00936,0.694,58149,0.948,1.62e-05,2,0.139,-5.307,1,0.0361,115.044,4,0.705,2581293,79
53,NDA,Billie Eilish,6uqyE384HDSsuwpoF4mjrL,0.329,0.765,195777,0.373,0.541,8,0.112,-9.915,1,0.0713,85.015,4,0.59,2555961,50
54,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.213,0.662,161385,0.413,0.0,0,0.134,-7.357,1,0.0299,93.005,4,0.467,2427110,85
55,Late At Night,Roddy Ricch,1fxYz1s15pyZLsJT0Hdh1m,0.343,0.643,174682,0.403,0.0,1,0.138,-11.254,0,0.41,98.54,4,0.111,2426741,80
56,telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,0.112,0.653,160191,0.524,0.0,11,0.203,-9.016,0,0.0502,83.97,4,0.553,2407468,86
57,Mood (feat. iann dior),24kGoldn,4jPy3l0RUwlUI9T5XHBW2m,0.174,0.701,140533,0.716,0.0,7,0.324,-3.671,0,0.0361,91.007,4,0.732,2405976,88
58,Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,0.0012,0.868,156945,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,4,0.819,2402413,75
59,Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,0.499,0.436,279204,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412,2399954,84
60,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,0.192,0.695,215280,0.762,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553,2375949,87
61,my ex's best friend (with blackbear),Machine Gun Kelly,7kDUspsoYfLkWnZR7qwHZl,0.00473,0.731,139461,0.675,0.0,5,0.141,-5.134,0,0.0434,124.939,4,0.298,2370209,82
62,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,4LaGu95Ui2s4vprSQYWUAZ,0.526,0.716,203586,0.67,0.0,0,0.13,-6.995,0,0.101,145.043,4,0.411,2365745,74
63,DÁKITI,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,0.401,0.731,205090,0.573,5.22e-05,4,0.113,-10.059,0,0.0544,109.928,4,0.145,2359909,84
64,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,174000,0.816,0.0,0,0.335,-4.209,1,0.0465,95.39,4,0.557,2348784,89
65,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0RiRZpuVRbi7oqRdSMwhQY,0.533,0.755,157560,0.522,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,0.925,2347520,80
66,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,0.21,0.749,226987,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,2321201,84
67,Martin & Gina,Polo G,1VLtjHwRWOVJiE5Py7JxoQ,0.345,0.832,132833,0.534,0.0,1,0.165,-7.813,0,0.253,93.924,4,0.116,2307215,84
68,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,0.0255,0.707,195962,0.689,0.0,4,0.383,-7.097,0,0.0387,119.987,4,0.41,2304254,75
69,Best Friend (feat. Doja Cat),Saweetie,20BOju91NaEFK5Py4VJ2pp,0.00302,0.84,155884,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,2294559,71
