,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688,31739490,94
1,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,0.584,0.442,215507,0.612,5.7e-06,2,0.37,-7.222,1,0.112,180.917,4,0.178,17172477,88
2,traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.691,0.38,229227,0.339,0.0,3,0.12,-7.885,1,0.0338,100.607,4,0.0849,15859798,92
3,brutal,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,0.0311,0.672,143747,0.526,1.37e-06,4,0.28,-6.446,1,0.0599,123.999,4,0.28,15102362,84
4,happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.765,0.395,175933,0.443,9.67e-06,6,0.0839,-9.72,1,0.133,168.924,3,0.338,12954435,88
5,enough for you,Olivia Rodrigo,2TOzTqQXNmR2zDJXihjZ2e,0.753,0.638,202827,0.259,0.0,7,0.219,-10.706,1,0.0898,88.485,4,0.269,12891849,81
6,drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,0.768,0.561,242013,0.431,1.42e-05,10,0.106,-8.81,1,0.0578,143.875,4,0.137,12330891,90
7,"1 step forward, 3 steps back",Olivia Rodrigo,4wcBRRpIfesgcyUtis7PEg,0.941,0.473,163587,0.203,0.0,2,0.126,-12.627,1,0.102,168.884,4,0.419,11914564,80
8,favorite crime,Olivia Rodrigo,5JCoSi02qi3jJeHdZXMmR8,0.866,0.369,152667,0.272,0.0,9,0.147,-10.497,1,0.0364,172.929,4,0.218,11861745,86
9,"jealousy, jealousy",Olivia Rodrigo,0MMyJUC3WNnFS1lit5pTjk,0.198,0.695,173160,0.575,0.0,10,0.0614,-6.334,0,0.116,163.929,4,0.699,10878327,86
10,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,0.235,0.762,208867,0.701,0.000158,8,0.123,-3.541,1,0.0286,110.968,4,0.742,10784324,90
11,hope ur ok,Olivia Rodrigo,1zejeOnykpCoyVSit6Bwp3,0.388,0.443,209560,0.298,1e-05,0,0.103,-12.181,1,0.0644,77.253,4,0.172,9604944,78
12,Butter,BTS,3VqeTFIvhxu3DIe4eZVzGq,0.00323,0.759,164442,0.459,0.0,8,0.0906,-5.187,1,0.0948,109.997,4,0.695,9370906,43
13,RAPSTAR,Polo G,43PGPuHIlVOc04jrZVh9L6,0.41,0.789,165926,0.536,0.0,6,0.129,-6.862,1,0.242,81.039,4,0.437,9255886,83
14,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,7864788,87
15,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,0.758,7658494,87
16,m y . l i f e (with 21 Savage & Morray),J. Cole,1D3z6HTiQsNmZxjl7F7eoG,0.0622,0.597,218802,0.587,0.0,7,0.214,-7.026,0,0.137,140.021,4,0.0753,7384507,80
17,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,6499676,91
18,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,5W8jRrZ6tWrTrqnKRtIQBf,0.104,0.861,218210,0.656,0.0,4,0.0986,-7.867,0,0.425,88.967,4,0.331,6444032,80
19,Astronaut In The Ocean,Masked Wolf,3VT8hOC5vuDXBsHrR53WFh,0.175,0.778,132780,0.695,0.0,4,0.15,-6.865,0,0.0913,149.996,4,0.472,5413253,62
20,a m a r i,J. Cole,2cnKST6T9qUo2i907lm8zX,0.127,0.725,148421,0.713,0.0,4,0.617,-6.173,0,0.187,65.988,4,0.207,5298813,76
21,Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,0.44,0.761,238805,0.525,6.7e-06,11,0.0921,-6.9,1,0.0944,80.87,4,0.531,5144802,91
22,Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,0.0618,0.578,192956,0.449,2.17e-06,1,0.119,-6.349,1,0.286,136.006,4,0.1,5131499,84
23,Leave The Door Open,Bruno Mars,7MAibcTli4IisCtbHKrGMh,0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,5071705,88
24,GANG GANG (with Lil Wayne),Polo G,4VW44pawoOHPUjlN7DX5vk,0.146,0.752,178776,0.563,0.0,3,0.103,-8.066,0,0.209,145.05,4,0.551,4875671,72
25,Miss The Rage (feat. Playboi Carti),Trippie Redd,2BITQ360Knh6qNAOqR7Dyq,0.0144,0.584,236883,0.859,0.0,8,0.847,-5.616,1,0.121,77.005,4,0.369,4771487,82
26,Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp,0.524,0.449,198371,0.465,1.02e-06,0,0.303,-8.964,1,0.0791,89.087,3,0.543,4278106,85
27,Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,0.0012,0.868,156945,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,4,0.819,4108335,75
28,Build a Bitch,Bella Poarch,7BoobGhD4x5K96Me0hqC8Q,0.217,0.855,122773,0.463,1.77e-05,3,0.347,-7.454,1,0.0367,102.931,4,0.866,4074813,82
29,i n t e r l u d e,J. Cole,08LwMWf5Tcfsd752EPzFV0,0.0617,0.77,133022,0.574,0.0,1,0.104,-5.525,1,0.106,98.962,3,0.104,3997890,73
30,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,0.0215,0.65,191014,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,0.593,3959498,90
31,SUN GOES DOWN,Lil Nas X,34eF4BoV8FPk0uhAAoqU7h,0.0837,0.551,168276,0.636,4.28e-06,2,0.112,-6.798,1,0.054,174.065,4,0.148,3901452,73
