,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,0.0383,0.591,141806,0.764,0.0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,14386603,92
1,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,0.0203,0.736,212000,0.704,0.0,3,0.0501,-7.409,0,0.0615,149.995,4,0.894,11672268,97
2,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,0.335,0.563,178147,0.664,0.0,9,0.0849,-5.044,1,0.154,166.928,4,0.688,8456478,94
3,Need to Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,0.304,0.664,210560,0.609,0.0,1,0.0926,-6.509,1,0.0707,130.041,4,0.194,8063394,93
4,Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.767,0.332,298899,0.225,0.00349,0,0.128,-8.697,1,0.0348,81.055,3,0.297,8042237,93
5,Rumors (feat. Cardi B),Lizzo,6KgtcmCF9Ky68XC7ezxl3s,0.13,0.827,172833,0.731,0.0,4,0.418,-5.524,0,0.088,118.992,4,0.607,7138921,81
6,Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,0.259,0.764,208667,0.705,8.92e-05,8,0.12,-3.463,1,0.0284,110.97,4,0.781,6727102,86
7,Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,0.0469,0.808,231041,0.897,3.14e-05,11,0.364,-3.712,0,0.0348,126.026,4,0.591,5603635,95
8,2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,0.492,0.829,123987,0.512,0.0,6,0.12,-5.865,0,0.187,80.511,4,0.638,5572668,87
9,MONTERO (Call Me By Your Name),Lil Nas X,67BtfxlNbhBmCDR2L2l8qd,0.297,0.61,137876,0.508,0.0,8,0.384,-6.682,0,0.152,178.818,4,0.758,5436594,87
