,Track Name,Artist,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Streams,popularity
0,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,0.721,0.585,242014,0.436,1.31e-05,10,0.105,-8.761,1,0.0601,143.874,4,0.132,9387295,42
1,Calling My Phone,Lil Tjay,5Kskr9LcNYa0tpt5f0ZEJx,0.451,0.907,205458,0.393,1.35e-06,4,0.135,-7.636,0,0.0539,104.949,4,0.202,8945811,17
2,Up,Cardi B,1M4OcYkxAtu3ErzSgDEfoi,0.0012,0.868,156945,0.795,0.0193,11,0.0461,-6.044,1,0.269,166.0,4,0.819,6726509,75
3,Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,0.499,0.436,279204,0.655,8.1e-06,1,0.688,-8.37,0,0.0583,121.002,4,0.412,6676651,84
4,Save Your Tears,The Weeknd,5QO79kh1waicV47BqGRL3g,0.0212,0.68,215627,0.826,1.24e-05,0,0.543,-5.487,1,0.0309,118.051,4,0.644,6079813,87
5,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,0.21,0.749,226987,0.463,0.0382,11,0.338,-8.433,1,0.0842,90.035,4,0.189,5947071,84
6,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.514,200040,0.73,9.54e-05,1,0.0897,-5.934,1,0.0598,171.005,4,0.334,5090541,92
7,telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,0.112,0.653,160191,0.524,0.0,11,0.203,-9.016,0,0.0502,83.97,4,0.553,4918770,86
8,Whoopty,CJ,1t9WgS8FN0534tLBRwbaxO,0.2,0.719,123263,0.648,0.0,3,0.127,-7.6,0,0.125,140.201,4,0.66,4518543,74
9,Mood (feat. iann dior),24kGoldn,3tjFYV6RSFtuktYl3ZtYcq,0.221,0.7,140526,0.722,0.0,7,0.272,-3.558,0,0.0369,90.989,4,0.756,4372514,23
10,Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,0.00883,0.702,203064,0.825,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,0.915,4210531,87
11,Best Friend (feat. Doja Cat),Saweetie,2etHQJxIbV0soyPhelVs9Y,0.00302,0.84,155884,0.766,3.61e-06,4,0.0684,-4.12,1,0.136,94.018,4,0.402,4129037,80
